"";"name.x";"udzial"
"637";"Suchy Las";0,203331268837567
"638";"Swarzędz";0,155097268063238
"639";"Tarnowo Podgórne";0,213422237763231
"640";"Obrzycko";0,0667698058430812
"641";"Duszniki";0,116657958152954
"642";"Kaźmierz";0,0964503293595149
"643";"Obrzycko";0,0715867447046178
"644";"Ostroróg";0,0596423933154406
"645";"Pniewy";0,145798479171172
"646";"Szamotuły";0,129611834602729
"647";"Wronki";0,160272093666395
"648";"Dominowo";0,092357180448413
"649";"Krzykosy";0,0692174193843161
"650";"Nowe Miasto nad Wartą";0,0690255733944549
"651";"Środa Wielkopolska";0,133992307507671
"652";"Zaniemyśl";0,0875190145150291
"653";"Brodnica";0,0572474857633865
"654";"Dolsk";0,091887225788787
"655";"Książ Wielkopolski";0,0713226033327631
"656";"Śrem";0,0988151033964149
"657";"Poznań";0,0966862215881383
"658";"Białogard";0,0998521896585318
"659";"Białogard";0,136253418723103
"660";"Karlino";0,192595361661575
"661";"Tychowo";0,120138354566886
"662";"Kołobrzeg";0,113058004633368
"663";"Dygowo";0,220006138801447
"664";"Gościno";0,213660246327544
"665";"Kołobrzeg";0,238969187652109
"666";"Rymań";0,131433400594417
"667";"Siemyśl";0,136184482734875
"668";"Ustronie Morskie";0,249822994411377
"669";"Będzino";0,13763396572585
"670";"Biesiekierz";0,168736528412407
"671";"Bobolice";0,1030765347363
"672";"Manowo";0,111464641138876
"673";"Mielno";0,301702384338236
"674";"Polanów";0,152125906538253
"675";"Sianów";0,106844539675421
"676";"Świeszyno";0,114700753916641
"677";"Darłowo";0,11704205891692
"678";"Sławno";0,124031876882521
"679";"Darłowo";0,23099469476807
"680";"Malechowo";0,228588880041408
"681";"Postomino";0,247271396632976
"682";"Sławno";0,100832770147751
"683";"Koszalin";0,0966942225686638
"684";"Bierzwnik";0,0718086621656719
"685";"Choszczno";0,0919550664445977
"686";"Drawno";0,0844249950862171
"687";"Krzęcin";0,109456581784658
"688";"Pełczyce";0,0570613267531571
"689";"Recz";0,0779849673779849
"690";"Czaplinek";0,158705731747235
"691";"Drawsko Pomorskie";0,196762185322842
"692";"Kalisz Pomorski";0,383928273691422
"693";"Wierzchowo";0,116474132967573
"694";"Złocieniec";0,107449462923929
"695";"Barlinek";0,12455272312715
"696";"Boleszkowice";0,152772888438613
"697";"Dębno";0,132335021615312
"698";"Myślibórz";0,0875653647841659
"699";"Nowogródek Pomorski";0,0538225993247026
"700";"Bielice";0,0585857250106541
"701";"Kozielice";0,178629197190757
"702";"Lipiany";0,0800135188613172
"703";"Przelewice";0,0640036075020347
"704";"Pyrzyce";0,093535026844039
"705";"Warnice";0,0724897457814103
"706";"Szczecinek";0,142926976477588
"707";"Barwice";0,0998578407155999
"708";"Biały Bór";0,103234661167451
"709";"Borne Sulinowo";0,11715878928544
"710";"Grzmiąca";0,121375584712387
"711";"Szczecinek";0,0776836155634298
"712";"Świdwin";0,124271669664094
"713";"Brzeżno";0,119121348381516
"714";"Połczyn-Zdrój";0,107013190588351
